id,visitors
air_00a91d42b08b08d9_2017-04-23,2.6843998432159424
air_00a91d42b08b08d9_2017-04-24,21.822956085205078
air_00a91d42b08b08d9_2017-04-25,30.3916072845459
air_00a91d42b08b08d9_2017-04-26,28.765531539916992
air_00a91d42b08b08d9_2017-04-27,29.849096298217773
air_00a91d42b08b08d9_2017-04-28,36.61486053466797
air_00a91d42b08b08d9_2017-04-29,1.349275827407837
air_00a91d42b08b08d9_2017-04-30,2.720832586288452
air_00a91d42b08b08d9_2017-05-01,21.89704132080078
air_00a91d42b08b08d9_2017-05-02,30.87625503540039
air_00a91d42b08b08d9_2017-05-03,0.9602705836296082
air_00a91d42b08b08d9_2017-05-04,1.0149214267730713
air_00a91d42b08b08d9_2017-05-05,1.0268409252166748
air_00a91d42b08b08d9_2017-05-06,10.270987510681152
air_00a91d42b08b08d9_2017-05-07,2.565342664718628
air_00a91d42b08b08d9_2017-05-08,22.022016525268555
air_00a91d42b08b08d9_2017-05-09,30.74937629699707
air_00a91d42b08b08d9_2017-05-10,28.202796936035156
air_00a91d42b08b08d9_2017-05-11,29.282028198242188
air_00a91d42b08b08d9_2017-05-12,35.99187088012695
air_00a91d42b08b08d9_2017-05-13,10.255849838256836
air_00a91d42b08b08d9_2017-05-14,2.600433111190796
air_00a91d42b08b08d9_2017-05-15,22.134395599365234
air_00a91d42b08b08d9_2017-05-16,30.74937629699707
air_00a91d42b08b08d9_2017-05-17,28.202796936035156
air_00a91d42b08b08d9_2017-05-18,28.819643020629883
air_00a91d42b08b08d9_2017-05-19,37.34706497192383
air_00a91d42b08b08d9_2017-05-20,9.43383502960205
air_00a91d42b08b08d9_2017-05-21,2.5164551734924316
air_00a91d42b08b08d9_2017-05-22,22.134395599365234
air_00a91d42b08b08d9_2017-05-23,30.849597930908203
air_00a91d42b08b08d9_2017-05-24,28.351482391357422
air_00a91d42b08b08d9_2017-05-25,29.38750457763672
air_00a91d42b08b08d9_2017-05-26,37.40655517578125
air_00a91d42b08b08d9_2017-05-27,9.43383502960205
air_00a91d42b08b08d9_2017-05-28,2.5164551734924316
air_00a91d42b08b08d9_2017-05-29,22.134395599365234
air_00a91d42b08b08d9_2017-05-30,30.849597930908203
air_00a91d42b08b08d9_2017-05-31,28.443269729614258
air_0164b9927d20bcc3_2017-04-23,0.7700657248497009
air_0164b9927d20bcc3_2017-04-24,3.0764212608337402
air_0164b9927d20bcc3_2017-04-25,4.0379319190979
air_0164b9927d20bcc3_2017-04-26,3.60489821434021
air_0164b9927d20bcc3_2017-04-27,3.9773192405700684
air_0164b9927d20bcc3_2017-04-28,9.223479270935059
air_0164b9927d20bcc3_2017-04-29,2.890625238418579
air_0164b9927d20bcc3_2017-04-30,0.7853319644927979
air_0164b9927d20bcc3_2017-05-01,2.30763840675354
air_0164b9927d20bcc3_2017-05-02,3.130305767059326
air_0164b9927d20bcc3_2017-05-03,1.6932497024536133
air_0164b9927d20bcc3_2017-05-04,1.8629415035247803
air_0164b9927d20bcc3_2017-05-05,9.170958518981934
air_0164b9927d20bcc3_2017-05-06,3.8313403129577637
air_0164b9927d20bcc3_2017-05-07,0.6484530568122864
air_0164b9927d20bcc3_2017-05-08,3.145660638809204
air_0164b9927d20bcc3_2017-05-09,4.052707672119141
air_0164b9927d20bcc3_2017-05-10,5.721384525299072
air_0164b9927d20bcc3_2017-05-11,4.050752639770508
air_0164b9927d20bcc3_2017-05-12,8.781251907348633
air_0164b9927d20bcc3_2017-05-13,13.943195343017578
air_0164b9927d20bcc3_2017-05-14,0.6646773815155029
air_0164b9927d20bcc3_2017-05-15,2.988628387451172
air_0164b9927d20bcc3_2017-05-16,4.017000675201416
air_0164b9927d20bcc3_2017-05-17,5.7066569328308105
air_0164b9927d20bcc3_2017-05-18,4.049509048461914
air_0164b9927d20bcc3_2017-05-19,8.77884578704834
air_0164b9927d20bcc3_2017-05-20,3.8429765701293945
air_0164b9927d20bcc3_2017-05-21,0.6646773815155029
air_0164b9927d20bcc3_2017-05-22,2.988628387451172
air_0164b9927d20bcc3_2017-05-23,3.9914000034332275
air_0164b9927d20bcc3_2017-05-24,5.7066569328308105
air_0164b9927d20bcc3_2017-05-25,4.049509048461914
air_0164b9927d20bcc3_2017-05-26,8.77884578704834
air_0164b9927d20bcc3_2017-05-27,3.8429765701293945
air_0164b9927d20bcc3_2017-05-28,0.6646773815155029
air_0164b9927d20bcc3_2017-05-29,3.2626471519470215
air_0164b9927d20bcc3_2017-05-30,4.068058490753174
air_0164b9927d20bcc3_2017-05-31,5.809658527374268
air_0241aa3964b7f861_2017-04-23,9.659103393554688
air_0241aa3964b7f861_2017-04-24,6.413846015930176
air_0241aa3964b7f861_2017-04-25,7.17172384262085
air_0241aa3964b7f861_2017-04-26,9.10439682006836
air_0241aa3964b7f861_2017-04-27,2.4005908966064453
air_0241aa3964b7f861_2017-04-28,4.054628372192383
air_0241aa3964b7f861_2017-04-29,4.554288387298584
air_0241aa3964b7f861_2017-04-30,9.659103393554688
air_0241aa3964b7f861_2017-05-01,6.875043869018555
air_0241aa3964b7f861_2017-05-02,7.442068576812744
air_0241aa3964b7f861_2017-05-03,13.350024223327637
air_0241aa3964b7f861_2017-05-04,0.5974754691123962
air_0241aa3964b7f861_2017-05-05,7.346850872039795
air_0241aa3964b7f861_2017-05-06,13.283756256103516
air_0241aa3964b7f861_2017-05-07,9.814558029174805
air_0241aa3964b7f861_2017-05-08,6.733208656311035
air_0241aa3964b7f861_2017-05-09,7.261014938354492
air_0241aa3964b7f861_2017-05-10,9.055965423583984
air_0241aa3964b7f861_2017-05-11,2.4108755588531494
air_0241aa3964b7f861_2017-05-12,3.8746683597564697
air_0241aa3964b7f861_2017-05-13,13.366486549377441
