id,visitors
air_00a91d42b08b08d9_2017-04-23,2.361454987824641
air_00a91d42b08b08d9_2017-04-24,17.515982822613633
air_00a91d42b08b08d9_2017-04-25,19.293757614456343
air_00a91d42b08b08d9_2017-04-26,23.654778050624518
air_00a91d42b08b08d9_2017-04-27,25.23200345373856
air_00a91d42b08b08d9_2017-04-28,32.90903983456337
air_00a91d42b08b08d9_2017-04-29,2.536273658085943
air_00a91d42b08b08d9_2017-04-30,2.361454987824641
air_00a91d42b08b08d9_2017-05-01,17.515982822613633
air_00a91d42b08b08d9_2017-05-02,19.934023547226253
air_00a91d42b08b08d9_2017-05-03,2.6176094002351245
air_00a91d42b08b08d9_2017-05-04,2.4896451548572625
air_00a91d42b08b08d9_2017-05-05,2.617764977972607
air_00a91d42b08b08d9_2017-05-06,10.59116713110463
air_00a91d42b08b08d9_2017-05-07,2.361454987824641
air_00a91d42b08b08d9_2017-05-08,17.515982822613633
air_00a91d42b08b08d9_2017-05-09,19.293757614456343
air_00a91d42b08b08d9_2017-05-10,23.654778050624518
air_00a91d42b08b08d9_2017-05-11,25.23200345373856
air_00a91d42b08b08d9_2017-05-12,32.90903983456337
air_00a91d42b08b08d9_2017-05-13,10.694176790714103
air_00a91d42b08b08d9_2017-05-14,2.361454987824641
air_00a91d42b08b08d9_2017-05-15,17.515982822613633
air_00a91d42b08b08d9_2017-05-16,19.293757614456343
air_00a91d42b08b08d9_2017-05-17,23.654778050624518
air_00a91d42b08b08d9_2017-05-18,25.23200345373856
air_00a91d42b08b08d9_2017-05-19,32.90903983456337
air_00a91d42b08b08d9_2017-05-20,10.694176790714103
air_00a91d42b08b08d9_2017-05-21,2.361454987824641
air_00a91d42b08b08d9_2017-05-22,17.515982822613633
air_00a91d42b08b08d9_2017-05-23,19.293757614456343
air_00a91d42b08b08d9_2017-05-24,23.654778050624518
air_00a91d42b08b08d9_2017-05-25,25.23200345373856
air_00a91d42b08b08d9_2017-05-26,32.90903983456337
air_00a91d42b08b08d9_2017-05-27,10.694176790714103
